label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
A bowl of tteokbokki,87,6,128,105,떡볶이88.jpeg,326,155
A bowl of tteokbokki,29,35,163,157,떡볶이89.jpeg,225,225
A bowl of tteokbokki,46,60,118,118,떡볶이9.jpeg,225,225
A bowl of tteokbokki,0,29,121,117,떡볶이92.jpeg,188,267
A bowl of tteokbokki,25,83,128,109,떡볶이93.jpeg,183,275
A bowl of tteokbokki,38,71,141,118,떡볶이94.jpeg,225,225
A bowl of tteokbokki,45,57,173,144,떡볶이95.jpeg,225,225
A bowl of tteokbokki,19,41,172,84,떡볶이96.jpeg,239,211
A bowl of tteokbokki,0,25,200,120,떡볶이97.jpeg,205,246
A bowl of tteokbokki,1,39,192,153,떡볶이98.jpeg,193,261
A bowl of tteokbokki,13,105,175,107,떡볶이99.jpeg,200,252
